frame,object,x_pos
139,TV,878.8068237304688
139,TV,615.69970703125
139,chair,877.2258911132812
139,chair,516.0724945068359
139,TV,1266.517578125
140,chair,780.1712646484375
140,TV,878.7910766601562
140,TV,615.6402893066406
140,chair,877.0314331054688
140,chair,516.1613006591797
140,TV,1266.5089721679688
