frame,object,x_pos
22,TV,1266.3673095703125
22,TV,1451.1968383789062
23,chair,777.1730346679688
23,chair,295.70374298095703
23,chair,876.68701171875
23,TV,615.5916137695312
23,TV,878.5316162109375
23,chair,515.2614288330078
23,TV,1106.1490478515625
23,TV,1266.0303955078125
23,TV,1451.5753784179688
24,chair,777.1617736816406
24,chair,295.67042541503906
24,chair,876.741943359375
24,TV,878.4873046875
24,TV,615.5934143066406
24,chair,515.0276947021484
24,TV,1105.9833374023438
24,TV,1266.1262817382812
25,chair,777.2563171386719
25,chair,295.67848205566406
25,chair,876.8646240234375
25,TV,878.50634765625
25,TV,615.6236572265625
25,chair,514.9780426025391
25,TV,1106.0106811523438
25,TV,1451.4834594726562
26,chair,777.13916015625
26,chair,295.68603515625
26,chair,876.80126953125
26,TV,878.5283203125
26,TV,615.6351928710938
26,chair,515.0053558349609
26,TV,1106.0482177734375
26,TV,1451.4345703125
27,chair,777.0345764160156
27,chair,295.6910629272461
27,chair,876.7012634277344
27,TV,878.5445861816406
27,TV,615.6546325683594
27,chair,515.1011199951172
27,TV,1106.1370849609375
28,chair,777.3687438964844
28,chair,295.70772552490234
28,chair,876.7590637207031
28,TV,878.546630859375
28,TV,615.6637268066406
28,chair,515.1065216064453
28,TV,1106.1053466796875
28,TV,1266.5004272460938
29,chair,777.4371337890625
29,chair,295.79115295410156
29,chair,876.8372497558594
29,TV,878.5457153320312
29,TV,615.5997924804688
29,chair,515.3910675048828
29,TV,1106.0487670898438
29,TV,1265.6740112304688
30,chair,296.06565856933594
30,chair,778.6543579101562
30,TV,878.5231018066406
30,chair,876.8067626953125
30,TV,615.6709899902344
30,chair,515.8666381835938
30,TV,1106.2366333007812
30,TV,1265.150634765625
30,TV,1451.7276611328125
31,chair,296.07728576660156
31,chair,778.3731079101562
31,TV,878.5443420410156
31,TV,615.76904296875
31,chair,876.7822265625
31,TV,1266.11181640625
31,chair,515.7485046386719
31,TV,1106.4506225585938
31,TV,1451.7222900390625
32,chair,296.1993637084961
32,chair,778.1702270507812
32,TV,878.5492553710938
32,TV,615.65673828125
32,chair,876.8545532226562
32,TV,1265.5441284179688
32,chair,515.5601348876953
32,TV,1106.3660278320312
32,TV,1451.6610717773438
33,chair,296.19927978515625
33,chair,778.0105590820312
33,TV,878.5793151855469
33,TV,615.6756286621094
33,chair,876.9640502929688
33,TV,1265.8745727539062
33,chair,515.7676239013672
33,TV,1106.3123779296875
33,TV,1451.728515625
34,chair,296.1911163330078
34,chair,778.0045776367188
34,TV,1265.9343872070312
34,TV,878.5823364257812
34,TV,615.6699523925781
34,chair,876.9801635742188
34,chair,515.7043304443359
34,TV,1106.2362060546875
34,TV,1451.7030639648438
35,chair,296.09288787841797
35,chair,777.9548034667969
35,TV,1265.2440795898438
35,TV,878.5936889648438
35,TV,615.6408996582031
35,chair,876.9613037109375
35,chair,515.763427734375
35,TV,1106.2493286132812
35,TV,1451.6546020507812
36,chair,296.0162582397461
36,chair,777.8568115234375
36,TV,1265.6235961914062
36,TV,878.5925903320312
36,chair,876.9864807128906
36,TV,615.6285095214844
36,chair,515.8733673095703
36,TV,1106.2879028320312
36,TV,1451.5973510742188
37,chair,295.4298400878906
37,chair,777.8787841796875
37,TV,878.5909423828125
37,chair,877.1878051757812
37,TV,615.6474914550781
37,TV,1266.253173828125
37,chair,515.9585113525391
37,TV,1106.4911499023438
37,TV,1451.607666015625
38,chair,295.7393264770508
38,chair,777.9920654296875
38,TV,878.5250854492188
38,TV,615.5879211425781
38,chair,877.1043090820312
38,TV,1266.5476684570312
38,chair,515.8577575683594
38,TV,1106.7412719726562
38,TV,1451.586669921875
39,chair,295.4343566894531
39,chair,778.4179382324219
39,TV,878.50634765625
39,TV,615.626220703125
39,chair,877.3798828125
39,chair,515.6295623779297
39,TV,1106.7379150390625
39,TV,1266.5505981445312
40,chair,295.4815673828125
40,chair,778.6353149414062
40,TV,878.50634765625
40,TV,615.6321411132812
40,chair,877.3558959960938
40,chair,515.4982757568359
40,TV,1106.8246459960938
40,TV,1266.5708618164062
41,chair,295.6746292114258
41,chair,778.5145263671875
41,TV,878.4850158691406
41,TV,615.6542053222656
41,chair,877.3897705078125
41,chair,515.4332885742188
41,TV,1106.9259643554688
42,chair,295.6964645385742
42,chair,778.6703796386719
42,TV,878.496826171875
42,TV,615.6689147949219
42,chair,877.298583984375
42,chair,515.6163787841797
42,TV,1106.9428100585938
43,chair,295.7431869506836
43,chair,778.9103393554688
43,TV,878.5054016113281
43,TV,615.6338195800781
43,chair,877.1878051757812
43,chair,515.7106781005859
43,TV,1106.50732421875
44,chair,295.74517822265625
44,chair,779.0296020507812
44,TV,878.5078125
44,TV,615.5976867675781
44,chair,877.1337890625
44,chair,515.6088256835938
44,TV,1106.5973510742188
45,chair,295.62652587890625
45,chair,778.7015991210938
45,TV,878.4845581054688
45,TV,615.5456237792969
45,chair,877.1016235351562
45,chair,515.5775604248047
45,TV,1106.2587890625
46,chair,295.5372009277344
46,chair,778.3465270996094
46,TV,878.5023193359375
46,TV,615.6092224121094
46,chair,877.13232421875
46,chair,515.6446685791016
46,TV,1106.2713012695312
47,chair,295.5807876586914
47,chair,778.1611633300781
47,TV,878.8228454589844
47,TV,615.6126403808594
47,chair,877.1401977539062
47,chair,515.5079040527344
47,TV,1106.4140014648438
48,chair,295.64225006103516
48,chair,778.0688781738281
48,TV,878.5691528320312
48,TV,615.6241455078125
48,chair,877.1163635253906
48,chair,515.6347045898438
48,TV,1106.4068603515625
48,TV,1451.397216796875
49,chair,296.14319610595703
49,chair,778.1595153808594
49,TV,878.5646362304688
49,TV,615.6405029296875
49,chair,877.0263061523438
49,chair,515.6124420166016
49,TV,1106.3611450195312
50,chair,296.17633056640625
50,chair,778.2907104492188
50,TV,878.55908203125
50,TV,615.6408386230469
50,chair,877.0107421875
50,chair,515.6165466308594
50,TV,1106.3482055664062
51,chair,296.1903533935547
51,chair,778.31396484375
51,TV,878.857177734375
51,chair,877.0777282714844
51,TV,615.6023864746094
51,chair,515.3338928222656
51,TV,1106.317138671875
52,chair,778.9275512695312
52,chair,296.30770111083984
52,chair,876.6471862792969
52,TV,878.9118957519531
52,TV,615.6924743652344
52,chair,515.6358642578125
52,TV,1106.25
53,chair,778.7861022949219
53,chair,296.2318649291992
53,chair,876.8182983398438
53,TV,878.9483642578125
53,TV,615.7160034179688
53,chair,515.58935546875
53,TV,1106.2658081054688
54,chair,296.1160125732422
54,chair,778.6581726074219
54,TV,878.9476013183594
54,chair,876.8318481445312
54,TV,615.7711486816406
54,chair,515.3478546142578
54,TV,1106.3067626953125
54,TV,1266.9436645507812
55,chair,295.9974899291992
55,chair,778.481689453125
55,TV,878.9563293457031
55,chair,876.8852233886719
55,TV,615.8262634277344
55,chair,515.3850402832031
55,TV,1266.1429443359375
55,TV,1106.5046997070312
56,chair,296.00890350341797
56,chair,778.6038208007812
56,TV,878.9516296386719
56,chair,876.7333374023438
56,TV,615.8216552734375
56,chair,515.0743865966797
56,TV,1266.3667602539062
56,TV,1106.5073852539062
57,chair,296.0423583984375
57,chair,778.2828369140625
57,TV,878.9770202636719
57,chair,876.84375
57,TV,615.8081970214844
57,chair,515.1853485107422
57,TV,1106.377685546875
57,TV,1266.5283203125
58,chair,296.1466293334961
58,chair,778.1478881835938
58,TV,878.9681091308594
58,chair,876.6844482421875
58,TV,615.7972106933594
58,TV,1106.3191528320312
58,chair,515.1538848876953
58,TV,1266.4456176757812
59,chair,296.1354751586914
59,chair,778.4599914550781
59,TV,878.9644775390625
59,TV,615.7994079589844
59,chair,876.7171936035156
59,chair,515.1945953369141
59,TV,1106.1455078125
59,TV,1266.5677490234375
60,chair,296.05777740478516
60,chair,779.4583435058594
60,TV,878.9241943359375
60,TV,615.8235473632812
60,chair,876.8618774414062
60,chair,515.9214324951172
60,TV,1106.0371704101562
60,TV,1267.0073852539062
60,TV,1451.9901733398438
61,chair,295.99437713623047
61,chair,779.2708740234375
61,TV,878.9532775878906
61,TV,615.8106384277344
61,chair,877.0091857910156
61,chair,516.0043029785156
61,TV,1106.2944946289062
61,TV,1266.9978637695312
61,TV,1452.0208740234375
62,chair,295.8984375
62,chair,779.3305358886719
62,TV,878.981689453125
62,TV,615.7915344238281
62,chair,876.983642578125
62,chair,516.0130004882812
62,TV,1106.6798706054688
62,TV,1451.9822387695312
62,TV,1266.6587524414062
63,chair,295.87513732910156
63,chair,779.5074462890625
63,TV,615.7789306640625
63,TV,878.9879150390625
63,chair,876.8678894042969
63,chair,515.8544769287109
63,TV,1106.8796997070312
63,TV,1451.9801635742188
63,TV,1267.1264038085938
64,chair,295.80960845947266
64,chair,779.1622924804688
64,TV,878.984619140625
64,TV,615.6952209472656
64,chair,876.66650390625
64,chair,515.9144897460938
64,TV,1106.5467529296875
64,TV,1452.0014038085938
65,chair,295.86334228515625
65,chair,779.0516052246094
65,TV,878.9893798828125
65,TV,615.7519836425781
65,chair,876.8155517578125
65,chair,515.8740997314453
65,TV,1451.9678344726562
65,TV,1106.5752563476562
65,TV,1266.905029296875
66,chair,295.80394744873047
66,chair,778.9605102539062
66,TV,878.9886474609375
66,TV,615.7503662109375
66,chair,876.7758178710938
66,chair,515.8294219970703
66,TV,1451.9727172851562
66,TV,1106.375
66,TV,1267.2573852539062
67,chair,295.8210678100586
67,chair,779.063232421875
67,TV,879.0214233398438
67,TV,615.7614135742188
67,chair,876.677490234375
67,chair,516.1671142578125
67,TV,1451.975830078125
67,TV,1106.2149658203125
68,chair,295.73204040527344
68,chair,779.2447814941406
68,TV,879.0292053222656
68,TV,615.7737121582031
68,chair,876.7436828613281
68,chair,515.8528442382812
68,TV,1451.990234375
68,TV,1105.8992919921875
68,TV,1267.202880859375
69,chair,295.81873321533203
69,chair,778.8863220214844
69,TV,879.0445861816406
69,TV,615.7671813964844
69,chair,876.5648803710938
69,chair,516.1133880615234
69,TV,1451.9445190429688
69,TV,1106.0108642578125
69,TV,1267.1996459960938
70,chair,295.7992858886719
70,chair,778.4374694824219
70,TV,879.0188598632812
70,TV,615.7637939453125
70,chair,516.0438537597656
70,chair,876.7373657226562
70,TV,1452.0271606445312
70,TV,1106.3419189453125
70,TV,1267.1941528320312
71,chair,295.83331298828125
71,chair,778.2425231933594
71,TV,879.0152587890625
71,TV,615.7171630859375
71,chair,876.4502258300781
71,chair,515.9785003662109
71,TV,1451.971435546875
71,TV,1106.6705322265625
71,TV,1267.1688842773438
72,chair,296.0332946777344
72,chair,778.0639343261719
72,TV,878.965087890625
72,TV,615.7577209472656
72,chair,876.5140686035156
72,chair,515.8443450927734
72,TV,1451.9828491210938
72,TV,1106.2274780273438
72,TV,1267.2297973632812
73,chair,296.09254455566406
73,chair,778.0672302246094
73,TV,878.967041015625
73,TV,615.7347717285156
73,chair,876.6048583984375
73,chair,515.8602752685547
73,TV,1451.9318237304688
73,TV,1106.3672485351562
73,TV,1267.2340087890625
74,chair,296.08607482910156
74,chair,777.8944396972656
74,TV,878.942138671875
74,TV,615.71142578125
74,chair,876.6287841796875
74,chair,515.7661743164062
74,TV,1451.8585815429688
74,TV,1105.9542236328125
74,TV,1267.233154296875
75,chair,295.89847564697266
75,chair,778.112060546875
75,TV,878.94287109375
75,TV,615.7010498046875
75,chair,515.7594909667969
75,chair,876.7994384765625
75,TV,1106.1678466796875
75,TV,1451.8060302734375
75,TV,1266.9066772460938
76,chair,295.7782745361328
76,chair,778.2025146484375
76,TV,878.9344482421875
76,TV,615.6238403320312
76,chair,876.5908813476562
76,chair,515.6789245605469
76,TV,1106.2672119140625
76,TV,1451.8403930664062
76,TV,1266.9922485351562
77,chair,295.77002716064453
77,chair,778.1374206542969
77,TV,878.9227294921875
77,TV,615.5522155761719
77,chair,876.63427734375
77,chair,515.7096710205078
77,TV,1451.8099975585938
77,TV,1106.5281982421875
77,TV,1267.0430908203125
78,chair,295.73258209228516
78,chair,778.1240844726562
78,TV,878.93994140625
78,TV,615.5535278320312
78,chair,876.7296752929688
78,chair,515.4907836914062
78,TV,1106.5548706054688
78,TV,1451.79443359375
78,TV,1267.009033203125
79,chair,778.0007629394531
79,chair,295.6076202392578
79,TV,878.92822265625
79,TV,615.5750122070312
79,chair,876.7390747070312
79,chair,515.2500762939453
79,TV,1107.7677001953125
79,TV,1451.7216796875
79,TV,1266.8849487304688
80,chair,296.05411529541016
80,chair,778.0317993164062
80,TV,878.9213256835938
80,TV,615.6080627441406
80,chair,515.1820068359375
80,chair,877.1410827636719
80,TV,1451.7566528320312
80,TV,1107.2551879882812
80,TV,1266.9366455078125
81,chair,296.3313903808594
81,chair,779.1282348632812
81,TV,878.6015625
81,TV,615.4561157226562
81,chair,877.41943359375
81,chair,515.0410766601562
81,TV,1107.1376953125
81,TV,1451.779296875
82,chair,295.97217559814453
82,chair,779.4414978027344
82,TV,878.5814208984375
82,TV,615.6488342285156
82,chair,877.425537109375
82,chair,515.1501922607422
82,TV,1107.0109252929688
83,chair,295.90672302246094
83,chair,779.3473815917969
83,TV,878.5616455078125
83,chair,877.3399658203125
83,TV,615.6410217285156
83,TV,1106.9130859375
83,chair,514.9440307617188
84,chair,296.3178253173828
84,chair,779.7994995117188
84,TV,878.5660400390625
84,chair,877.4572143554688
84,TV,615.6583557128906
84,chair,514.7021484375
84,TV,1106.7181396484375
85,chair,295.9448013305664
85,chair,779.7152404785156
85,TV,878.57080078125
85,chair,877.3108520507812
85,TV,615.6478576660156
85,chair,514.5569763183594
85,TV,1106.7922973632812
86,chair,295.98899841308594
86,chair,779.3014221191406
86,TV,878.5566711425781
86,TV,615.6461791992188
86,chair,877.3165283203125
86,chair,514.5464172363281
86,TV,1106.9251098632812
87,chair,296.04798126220703
87,chair,779.2786254882812
87,TV,878.583984375
87,TV,615.6632995605469
87,chair,877.3807983398438
87,chair,514.5292816162109
87,TV,1107.058349609375
88,chair,296.32740783691406
88,chair,779.438232421875
88,TV,878.5915832519531
88,TV,615.6683044433594
88,chair,877.2918090820312
88,chair,514.7187957763672
88,TV,1107.2195434570312
89,chair,296.4092559814453
89,chair,779.2100830078125
89,TV,878.6006469726562
89,TV,615.6912841796875
89,chair,877.2925109863281
89,chair,514.7572479248047
89,TV,1106.7235107421875
90,chair,295.8782501220703
90,chair,778.3681335449219
90,TV,878.9100952148438
90,TV,615.7422790527344
90,chair,877.0023193359375
90,TV,1106.1749267578125
90,chair,515.3802795410156
90,TV,1266.7781372070312
91,chair,295.77989959716797
91,chair,777.8504943847656
91,TV,878.9168701171875
91,TV,615.7059631347656
91,chair,876.9245910644531
91,TV,1105.808349609375
91,TV,1266.7537231445312
91,chair,515.0281677246094
91,TV,1451.80078125
92,chair,295.6440734863281
92,chair,777.961669921875
92,TV,878.9138488769531
92,TV,615.6457824707031
92,chair,877.078125
92,chair,514.8099822998047
92,TV,1266.7003784179688
92,TV,1105.9703369140625
92,TV,1451.8036499023438
93,chair,295.57618713378906
93,chair,777.9585266113281
93,TV,878.934814453125
93,TV,615.6683349609375
93,chair,877.0973510742188
93,chair,514.7026062011719
93,TV,1266.6484985351562
93,TV,1106.1245727539062
93,TV,1451.8029174804688
94,chair,295.4262466430664
94,chair,778.1103210449219
94,TV,878.9234619140625
94,TV,615.6710510253906
94,chair,877.108154296875
94,chair,514.5936889648438
94,TV,1266.6626586914062
94,TV,1451.83935546875
95,chair,295.58655548095703
95,chair,778.0122680664062
95,TV,878.9414978027344
95,TV,615.6903076171875
95,chair,876.9589233398438
95,chair,514.8894348144531
95,TV,1266.6602172851562
95,TV,1451.87255859375
96,chair,295.65128326416016
96,chair,777.9570922851562
96,TV,878.9511108398438
96,TV,615.7119140625
96,chair,877.1610717773438
96,chair,514.8071136474609
96,TV,1266.603759765625
96,TV,1451.8500366210938
97,chair,295.7984085083008
97,chair,778.2807312011719
97,TV,878.9501953125
97,TV,615.7225646972656
97,chair,876.9043579101562
97,chair,514.9398956298828
97,TV,1451.7780151367188
97,TV,1266.5218505859375
98,chair,295.6875457763672
98,TV,878.905517578125
98,chair,778.84716796875
98,TV,615.6752014160156
98,chair,877.05908203125
98,TV,1451.747314453125
98,chair,514.9319458007812
98,TV,1266.6298217773438
99,chair,295.7340393066406
99,TV,878.9151306152344
99,chair,778.9288330078125
99,TV,615.6682739257812
99,chair,877.1852111816406
99,chair,514.9346771240234
99,TV,1451.6981811523438
99,TV,1266.5716552734375
100,chair,295.8037414550781
100,chair,778.5928039550781
100,TV,878.9173889160156
100,TV,615.7060241699219
100,chair,877.1959533691406
100,chair,515.0973663330078
100,TV,1451.7611694335938
100,TV,1266.6192626953125
101,chair,295.7232971191406
101,chair,778.4129028320312
101,TV,878.9395751953125
101,TV,615.7174987792969
101,chair,877.1466064453125
101,chair,515.0859222412109
101,TV,1451.7597045898438
101,TV,1266.6266479492188
102,chair,295.7861022949219
102,chair,778.375732421875
102,TV,878.912841796875
102,TV,615.7492370605469
102,chair,877.1057434082031
102,chair,515.1705169677734
102,TV,1451.7813720703125
102,TV,1266.5896606445312
103,chair,296.11436462402344
103,chair,778.6636657714844
103,TV,878.9890747070312
103,TV,615.7386169433594
103,chair,877.0175170898438
103,chair,515.2930145263672
103,TV,1266.6270751953125
104,chair,296.1720428466797
104,chair,778.5114135742188
104,TV,878.9688720703125
104,TV,615.7057800292969
104,chair,876.993896484375
104,chair,515.2410583496094
104,TV,1266.6294555664062
105,chair,296.48675537109375
105,chair,778.4311218261719
105,TV,878.981689453125
105,TV,615.7121276855469
105,chair,877.0799255371094
105,chair,515.1221618652344
105,TV,1266.6502075195312
106,chair,296.5517349243164
106,chair,778.3721008300781
106,TV,878.9906616210938
106,TV,615.6731567382812
106,chair,877.0719909667969
106,chair,515.1581878662109
106,TV,1266.6485595703125
107,chair,296.7765579223633
107,chair,777.9778442382812
107,TV,878.9862670898438
107,TV,615.6844787597656
107,chair,876.9902038574219
107,chair,515.2297973632812
107,TV,1266.6923217773438
107,TV,1451.6260986328125
108,chair,296.9527053833008
108,chair,777.5745849609375
108,TV,878.9610595703125
108,TV,615.6486206054688
108,chair,877.02978515625
108,chair,515.3851623535156
108,TV,1266.654052734375
108,TV,1451.7137451171875
109,chair,297.28614807128906
109,chair,777.8772583007812
109,TV,878.9757385253906
109,TV,615.6568908691406
109,chair,876.8395385742188
109,chair,515.6729736328125
109,TV,1266.6548461914062
110,chair,297.24021911621094
110,chair,778.1597595214844
110,TV,878.704833984375
110,TV,615.8328552246094
110,chair,516.5077362060547
110,chair,877.5221557617188
110,TV,1266.5425415039062
111,chair,297.52491760253906
111,chair,778.2127990722656
111,TV,878.69091796875
111,TV,615.8709716796875
111,chair,877.3271484375
111,chair,516.5825805664062
111,TV,1266.5884399414062
112,chair,297.6240005493164
112,chair,778.0527648925781
112,TV,878.6980590820312
112,TV,615.8946228027344
112,chair,877.3712768554688
112,chair,516.5569000244141
112,TV,1266.563720703125
113,chair,298.27344512939453
113,chair,778.109130859375
113,TV,878.7008056640625
113,TV,615.90234375
113,chair,877.4719848632812
113,chair,516.7497253417969
113,TV,1266.5753173828125
114,chair,298.2783966064453
114,chair,778.0065002441406
114,TV,878.6549377441406
114,TV,615.9562683105469
114,chair,877.3748474121094
114,chair,516.8356781005859
114,TV,1266.6157836914062
115,chair,298.02667236328125
115,chair,778.0998840332031
115,TV,878.6624145507812
115,TV,615.8897705078125
115,chair,877.325927734375
115,chair,516.8782653808594
115,TV,1266.57421875
116,chair,298.24493408203125
116,chair,778.0233459472656
116,TV,878.6720581054688
116,TV,615.8837280273438
116,chair,877.4558715820312
116,chair,516.6150360107422
116,TV,1266.578369140625
117,chair,297.2541961669922
117,chair,778.1962280273438
117,TV,878.6658325195312
117,TV,615.852783203125
117,chair,877.6112060546875
117,chair,516.4996337890625
117,TV,1266.5728149414062
118,chair,295.9697952270508
118,chair,777.8952941894531
118,TV,878.6751708984375
118,TV,615.8167724609375
118,chair,877.8006591796875
118,chair,516.3764343261719
118,TV,1266.585205078125
119,chair,295.5801239013672
119,chair,778.0794982910156
119,TV,878.6466064453125
119,TV,615.8135070800781
119,chair,877.6013488769531
119,chair,516.2527770996094
119,TV,1266.5775146484375
120,chair,782.0745544433594
120,chair,294.9971923828125
120,TV,878.74365234375
120,TV,615.7320861816406
120,chair,877.0705261230469
120,chair,514.0727081298828
121,chair,296.742919921875
121,chair,782.2084350585938
121,TV,878.7515258789062
121,TV,615.740478515625
121,chair,877.2090454101562
121,chair,514.0263824462891
122,chair,782.43310546875
122,chair,295.39635467529297
122,TV,878.7489624023438
122,TV,615.6550903320312
122,chair,877.3152465820312
122,chair,514.1705932617188
123,chair,782.7567138671875
123,chair,294.8518524169922
123,TV,878.7207641601562
123,TV,615.7266235351562
123,chair,877.3941650390625
123,chair,513.6893310546875
124,TV,878.72900390625
124,chair,782.2765502929688
124,chair,295.5351028442383
124,TV,615.7120666503906
124,chair,877.3817749023438
124,chair,513.8338623046875
125,TV,878.702880859375
125,chair,781.5752258300781
125,chair,295.72164154052734
125,TV,615.6980590820312
125,chair,877.4830322265625
125,chair,514.1544647216797
126,chair,781.9667358398438
126,TV,878.7286376953125
126,TV,615.7192993164062
126,chair,298.2821807861328
126,chair,877.3553466796875
126,chair,514.3871154785156
127,chair,782.1796875
127,TV,878.7294616699219
127,TV,615.7210998535156
127,chair,297.8221893310547
127,chair,877.3243103027344
127,chair,514.2419891357422
128,chair,782.4644775390625
128,TV,878.72705078125
128,chair,301.2146682739258
128,TV,615.6984252929688
128,chair,877.2272338867188
128,chair,514.2018890380859
129,chair,782.2197875976562
129,TV,878.7397155761719
129,TV,615.6808471679688
129,chair,877.1878051757812
129,chair,296.77899169921875
129,chair,513.9385070800781
130,chair,781.4944763183594
130,TV,878.7158203125
130,chair,300.1379699707031
130,TV,615.6546020507812
130,chair,877.1571044921875
130,chair,513.8979339599609
131,chair,781.2923583984375
131,TV,878.7124328613281
131,chair,301.7940444946289
131,TV,615.6481018066406
131,chair,877.1781005859375
131,chair,513.8153533935547
132,chair,781.143310546875
132,TV,878.7149047851562
132,chair,305.647216796875
132,TV,615.6244812011719
132,chair,877.2185668945312
132,chair,514.0800018310547
133,chair,781.5625915527344
133,TV,878.7236938476562
133,TV,615.6883239746094
133,chair,877.1700439453125
133,chair,306.260498046875
133,TV,279.43798065185547
133,chair,513.8546752929688
134,TV,878.7346496582031
134,chair,781.818603515625
134,TV,615.6551208496094
134,chair,877.2284545898438
134,TV,280.6951217651367
135,chair,781.6553649902344
135,TV,878.7406311035156
135,TV,615.6139831542969
135,chair,877.2659912109375
135,TV,1266.6685180664062
136,chair,781.6806335449219
136,TV,878.7904052734375
136,TV,615.6993408203125
136,chair,877.008544921875
136,TV,1266.7363891601562
136,chair,513.901611328125
136,TV,1451.5845336914062
137,chair,781.3305969238281
137,TV,878.7803649902344
137,TV,615.6709594726562
137,chair,877.1347961425781
137,TV,1266.7156982421875
138,TV,878.8027954101562
138,chair,780.863525390625
138,TV,615.6909484863281
138,chair,877.2383422851562
138,TV,1266.7091674804688
139,chair,779.90478515625
